address,label
"H No 656, Sector 45, Sambalppur, dOisha 76900",0
812 Himayatnagar Rd Gaya Bihar 851101,1
"Gram Himayatnagar, Dist. Noida, Uttar Pradesh - 282001",1
"Flat 78, Cantonment, Vadodara",0
Flat No 19D Vasundhara Apartments Porur Singtam Sikkim 737116,1
Near Near City Hospital Begusarai,0
690 bandra east street nalgonda  telangana 500001,1
1808,0
"Flat 53, Koramangala, Vadodara",0
"H No 710, Aundh, Brahmapur, Odisha 2476709",0
"Flat 948, Cantonment, Tezpur, Assam 7840",0
"no. 18714, borivali near flyover, jamshedpur, jharkhand 831001",1
"Village Navrangpura, Dist. Baramulla, Jammu and Kashmir - 193201",1
"H No 128, Himayatnagar, Giridih, Telangana 508213",0
"H No 496, Borivali, Varanasi, Uttar Pradesh 3985",0
"T Nagar, Ghaziabad",0
Apt 73 Anand Villa Anna Nagar Kathua Jammu and Kashmir 185131,1
"F- 9, Vasundhara Apartments, Thane West, Vellore, Tamil Nadu 600078",1
"H No 262, Sector 137, Armitsar, Punjba 16005",0
qaynqpo qkjoihbhwqxlq xpb,0
Chandigarh Rajaji Nagar,0
"H No 764, Navrangpura, Panipat, Haryana 3523",0
Model Town Chowk Rajahmundry,0
"583 Malviya Nagar Curchorem 403,001",0
no. 789/17 connaught place panipat haryana 121001,1
"H No 883, Connaught Place, Curchorem, Goa 938-527",0
"Flat 32, T Nagar",0
"337, Tambaram Nagar, Tiruchirappalli, Tamil Nadu 632001",1
75 Gomti Nagar Bazaar Habra West Bengal 713201,1
"H No 41, Hyderabad Telangana Karnataka 500001",0
"Flat 99, Adyar",0
"Post Pondur, Dist. Chandigarh, Chandigarh - 160036",1
"H No 687/21, Vasant Kunj, Tinsukia, Assam 785001",1
"Flat 142, Viman Nagar, Tinsukia, Assam 78564",0
"H No 478, Andheri West, Pune, Maharashtra 1E4E06",0
"H No 743, Sector 22, Bataa, Punjabb 14350",0
"Flat 442, Sector 62, Chandigarh, Chandigarh 1600",0
"H No 561/21, Prahlad Nagar, Kochi Kerala 682001",1
"H No 348, Sector 15, Durg, Chhattisgarh 521040",0
"H No 168, Vasant Kunj, Abmikapur, Chhattisarh 95677",0
"H No 494, MG Road, Geyzzing, Skkim 37132",0
"302 Gandhi Nagar Giridih 822,101",0
F- 9D Saraswati Apartments Satellite Bathinda Punjab 142001,1
"265, Civi l Lines Marg, Kanpur, Uttar Pradesh 250001",1
"H No 93, Chatra Jharkhand Bihar 826001",0
door no 986-8 porur mohali punjab 143505,1
"VILL SEC TOR 137, DIST. BHAGALPUR, BIHAR - 851101",1
f- 10b akash deep navrangpura chandigarh chandigarh 160022,1
"Apt 232, Riddhi Siddhi, Aundh, Begusarai, Bihar 823001",1
"Apt No 16A, Silver Heights, Salt Lake, Bhavnagar, Gujarat 382001",1
Flat No 9D3 Tulsi Residency Model Town Panaji Goa 403505,1
"Gram Tambaram, Dist. Ramnagar, Uttarakhand - 263139",1
Besant Nagar Ngr Jodhpur,0
"H No 967, Borivali, Kurnool, Odisha 756001",0
"House No 65836, Himayatnagar, Jorethang, Sikkim 737113",1
"H No 134, Navrangpura, Mangalore, Bihar 846001",0
"H No 491, Himayatnagar, Margao, Goa 8C4B5D",0
Apt 17 Prem Vihar Ambattur Bijapur Karnataka 560034,1
"Khasra No 154, Block 3, Bhopal, Madhya Pradesh 474001",1
893 Ambattur Lane Amritsar Punjab 151001,1
"Survey No 371, Sec 48, Indore, Madhya Pradesh 455001",1
Tirupati Hazratganj,0
"Vill Whitefield, Dist. Chandigarh, Chandigarh - 160011",1
"Flat 38, Tambaram, Chandigarh",0
Tiruchirappalli Salt Lake,0
"H No 472, Porur, Arrha, Bihhar 23001",0
374 Whitefield Enclave Rajouri Jammu and Kashmir 190001,1
SolapurMaharashtra431001,0
"Andheri West, Jharkhand 834001",0
Apt No 25A6 Sai Krupa Gomti Nagar Dhamtari Chhattisgarh 496001,1
"641001, Tirunelveli, Tamil Nadu",0
"House No 61810, Alambagh, Opp. Bus Stand, Munger, Bihar 802301",1
"Flat 16, Prahlad Nagar, Karimnagar",0
"H No 565, Borivali, Kaathua, Jammu and Kashmi 19210",0
Lajpat Nagar Lane Raigarh,0
"539 Mulund Kakinada 530,001",0
"Survey No 251, Sec 31, Salt Lake, Adilabad, Telangana 504001",1
"H No 116, Malviya Nagar, Sopore, Jammu and Kashmir 749-622",0
"Flat 267, Navrangpura, Patna, Bihar 81120",0
"H No 806, Koramangala, Muzaffarpu, Bhiar 11201",0
"H No 667, Whitefield, Hoshiarpur, Punjab 121-984",0
"Sector 15, Maharashtra 400070",0
"H No 551, Vastrapur, arimnagar, eTlangana 50600",0
"NO. 918-, PRAHLAD NAGAR, NALGONDA, TELANGANA 507001",1
"H No 784, Velachery, SSolapur, Mahraashtra 41102",0
"H No 658, Himayatnagar, Gurgaon, Jharkhand 834001",0
H.No-163 Whitefield Sikar334001,0
"D.No 328 Malviya Nagar, Kochi, Kerala 691001",1
"Village Satellite, Dist. Mysore, Karnataka - 577001",1
"No. 49242, Bandra East, Pithoragarh, Uttarakhand 263153",1
Unit 11A8 Balaji Heights Park Street Hoshiarpur Punjab 151001,1
"p.o. nungambakkam, dist. belgaum, karnataka - 560068",1
"Flat 599, Sector 45, Bhubaneswar, Odisha 75100",0
463 mahanagar street amritsar punjab 160055,1
"Jubilee Hills, Haryana 132103",0
"Door No 106-44, Sector 22, Behind Mall, Chandigarh, Chandigarh 160011",1
"Flat 51, Hazratganj",0
921 Andheri West Marg Munger Bihar 802301,1
"village porur, dist. pathankot, punjab - 141001",1
"H No 4, Kozhikode Kerala Jharkhand 695001",0
"Sector 62, Gurgaon",0
"H No 208, Lajpat Nagar, Sanquelim, Goa 663560",0
Flat No 68 Golden Park Malviya Nagar R avangla Sikkim 737121,1
"Khasra No 2, Block 16, Velachery, Siliguri, West Bengal 700002",1
"H No 102, Sector 45, Noida, Uttar Pradesh 369C3E",0
Rohini 110017,0
"Flat 87, Nungambakkam",0
NO. 88-25 VIMAN NAGAR GIRIDIH JHARKHAND 831001,1
"SURVEY NO 107, SECTOR 44 SONIP AT, HARYANA 121001",1
H. No. 816/34 Vastrapur Kadapa Andhra Pradesh 522001,1
Apt 13D Ravi Kiran Alambagh Meerut Uttar Pradesh 226001,1
"H No 370, Navrangpura, Chandigarh, Chandigarh 117-382",0
"PLOT NO 51, SECTOR 25, MODEL TOWN, SILIGURI, WEST BENGAL 700001",1
Durg Model Town,0
"House No 268-45, Connaught Place, Asansol, West Bengal 713301",1
Bhadrak 752001,0
437 bandra east chowk madurai tamil nadu 600002,1
"Post Indira Nagar, Dist. Rohtak, Haryana - 134001",1
"H No 486, Bandra East, Biilaspur, Hiamchal Pradesh 73212",0
560001,0
"Survey No 335, Sec 15, Civil Lines Yamunanagar, Haryana 135001",1
Begusarai 841301,0
"Flat 680, Kothrud, Erode, Tamil Nadu 6360",0
"H No 535, Andheri West, Bhagalpur, Bihar 5819210",0
"H No 856/19, Nav rangpura, Near Flyover, Vellore, Tamil Nadu 600002",1
"Flat 519, Aundh, Mysore, Karnataka 5770",0
"H No 27, Porur, Guwahati, Kerala 676001",0
"H No 71, Bandra East, Jorethanng, Sikim 73712",0
"Pitampura, Delhi",0
"Vill T Nagar Dist. Karimnagar, Telangana - 500003",1
Flat No 5A Ganesh Enclave Velachery Jamnagar Gujarat 380001,1
28 828053,0
"H No 175, MG Road, None, Jammu and  Kashmir 93201",0
"Flat 695, Cantonment, Nagpur, Maharashtra 4110",0
Door No 261/ MG Road Opp. Bus Stand Patiala Punjab 141001,1
"Sector 45, Chandigarh 160014",0
"H No 70, Vellore Tamil Nadu West Bengal 600028",0
"H No 792, Prahlad Nagar, Dlehi, Dlhi 11004",0
Flat No 10C2 Anand Villa Rajaji Nagar Surat Gujarat 360001,1
Apt 23 Shiv Shakti Colony Besant Nagar Medininagar Jharkhand 831001,1
Faridabad 132001,0
"Plot No 433, Sec 40, Prahlad Nagar, Arrah, Bihar 854105",1
"Vill Whitefield, Dist. Solan, Himachal Pradesh - 175131",1
"26, AWAS VIKAS BAZAAR, VELLORE, TAMIL NADU 636001",1
"House No 574/42, Navrangpura, Behind Mall, Amritsar, Punjab 160055",1
"826001, Dhanbad, Jharkhand",0
252 Hazratganj Marg Curchorem Goa 403401,1
"493773, Bhilai, Chhattisgarh",0
"H No 767, Sector 137, Yuksmo, Sikim 37113",0
"Sector 137, Pitampura",0
Viman Nagar Nagaon,0
flat no 616 Vastrapur Hyderabad,0
"H No 320, Nungambakkam, Anantapur, Andhra Pradesh 8520409",0
"Plot 45, Sector 3, Khammam, Telangana 506001",1
Flat 19C5 Royal Enclave Cantonment Anand Gujarat 395001,1
H. No. 72215 Sadar Bazar Adj. Petrol Pump Junagadh Gujarat 362001,1
"H No 646, Electronic City, Bhadrak, Madhya Pradesh 474001",0
"Gram Cantonment, Dist. Durgapur, West Bengal - 713001",1
Koramangala Bardhaman,0
"H No 274, Navrangpura, Ravanngla, iSkkim 37113",0
"khasra no 70, sector 57, thoothukudi, tamil nadu 636001",1
"H No 68/, Connaught Place, Udaipur, Rajasthan 324001",1
"701 Banjara Hills Colo ny, Cuncolim, Goa 403507",1
"FLAT 253, PREM VIHAR, CONNAUGHT PLACE, COIMBATORE, TAMIL NADU 600001",1
"Koramangala, Namchi",0
"H No 957, Malviya Nagar, Darbhanga, Bihar CAA110",0
253514,0
"PLOT 436, SECTOR 12, ANNA NAGAR, BIJAPUR, KARNATAKA 560002",1
"Flat 52, Tambaram",0
"Apt No 25D, Riddhi Siddhi, Navrangpura, Durg, Chhattisgarh 492001",1
"H No 189, Himayatnagar, Anantapur, Maharashtra 411028",0
"MG Road, Punjab 146001",0
"H No 221, Borivali, Nalgonda, Telangana 4971",0
"Apt No 12C, Akash Deep, Jubilee Hills, Allahabad, Uttar Pradesh 201301",1
"H No 93, Porur, Chandigarh, Haryana 132103",0
"Flat 974, Nungambakkam, Jalandhar, Punjab 14400",0
"H No 242-, Park Street, Near Flyover, Sonipat, Haryana 122001",1
"F- 22, Green Valley, Malviya Nagar, Chandigarh, Chandigarh 160015",1
flat no 215 Civil Lines Satna,0
"H No 632, Gomti Nagar, Adilabad, Telangana 9430",0
f- 20b4 swastik heights jubilee hills chandigarh chandigarh 160015,1
"survey no 100 sector 35, park street, asansol, west bengal 713201",1
Vellore 600040,0
"H No 383/20, Vikas Nagar, Opp. Bus Stand, Udaipur, Rajasthan 313001",1
"F- 1D5, Anand Villa, Andheri West, Ajmer, Rajasthan 324001",1
H.No-984 Prahlad Nagar Gwalior452001,0
Una 175131,0
Ramnagar 263139,0
F- 12A7 Green Valley Ambattur Hyderabad Telangana 506001,1
"Jubilee Hills, Dharamsala",0
"No. 652/9, Tambaram, Dewas, Madhya Prade sh 474001",1
"Flat 9, Navrangpura",0
"P.O. Gomti Nagar Dist. Muzaffarpur, Bihar - 800001",1
Moga 151001,0
"F- 12D8, Riddhi Siddhi Aundh, Manali, Himachal Pradesh 175101",1
944022,0
Near Opp. Bus Stand Ramagundam,0
rwsdegijtrfzta,0
"H No 738, Ambattur",0
"House No 951/, Park Street,  Hisar, Haryana 122001",1
H.No-674 Adyar Udhampur190001,0
unit 2b mahaveer nagar vasant kunj ramgarh jharkhand 825301,1
f- 3a7 tulsi residency awas vikas siliguri west bengal 700070,1
"H No 398, Sadar Bazar",0
"H No 59, Pali Rajasthan Madhya Pradesh 321001",0
"P.O. Hazratganj, Dist. Guntur, Andhra Pradesh - 530001",1
934 Civil Lines Ln Ramnagar Uttarakhand 246149,1
"H No 94, Jorethang Sikkim Jammu and Kashmir 737113",0
"No. 369/37 Sector 45, Opp. Town Hall, Bhadrak, Odisha 75 7001",1
"H No 542, Sector 22, Dhamttari, Chhattisggarh 49144",0
"D.NO 34634, AUNDH, HUBLI, KARNATAKA 560068",1
door no 838/5 rajaji nagar rishikesh uttarakhand 247667,1
"H No 391, Andheri West, Solapur, Rajasthan 342001",0
Flat No 9B Royal Enclave Besant Nagar Visakhapatnam Andhra Pradesh 530001,1
"FLAT NO 25A, SHIV SHAKTI COLONY, WHITEFIELD, CHENNAI TAMIL NADU 641001",1
"H No 53, Aundh, Ranandgaon, Chhattissgarh 49000",0
"H No 51, Yuksom Sikkim Chhattisgarh 737139",0
"apt no 23, vasundhara apartments, karol bagh ponda, goa 403401",1
H.No-520 Mahanagar Visakhapatnam524001,0
"P.O. Tambaram, Dist. Gangtok Sikkim - 737101",1
"P.O. Rajaji Nagar, Di st. Kota, Rajasthan - 334001",1
"H No 401, Vikas Nagar, Dehraudn, Uttarakhaand 24800",0
"H No 583, Nungambakkam, Ravangla, Madhya Pradesh 457001",0
Sector 15 Avenue Chamba,0
"868 Gandhi Nagar Ratlam 470,001",0
"H. No. 860/, Sector 45, Hoshiarpur, Punjab 145001",1
"H No 589/20, Bandra East, Jaipur, Rajasthan 334001",1
No. 516/ Vastrapur Gwalior Madhya Pradesh 455001,1
"Survey No 166, Sec 22, Nehru Nagar, Mapusa, Goa 403601",1
House No 440/1 Electronic City Adj. Petrol P ump Rudrapur Uttarakhand 263139,1
"Flat 801, Thane West, Chandigarh, Chandigarh 1600",0
"H No 177, Civil Lines, Bicholim, Goa 1397696",0
h no 481-49 connaught place near main market ramnagar uttarakhand 246149,1
"888, PRAHLAD NAGAR AVE, PURI, ODISHA 768201",1
26 539124,0
Near Near Main Market Arrah,0
"Unit 175, Shiv Shakti Colony, Vastrapur, Sonipat, Haryana 124001",1
"H No 751, Tambaram, Yuksom, Bihar 800001",0
"69, Vasant Kunj St, Nadiad, Gujarat 380001",1
"Plot No 24, Sector 28, Besant Nagar, Batala, Punjab 145001",1
"Flat 89, Viman Nagar",0
Near Near Flyover Ramagundam,0
"H No 286, Mahanagar, Kozhikode, Kerala 697258",0
"APT NO 23, LAXMI TOWERS, SECTOR 62, HUBLI KARNATAKA 590001",1
"Vill Himayatnagar, Dist. Ludhiana, Punjab - 147001",1
Apt No 11A9 Royal Enclave Alambagh Gaya Bihar 802301,1
"Raigarh, Chhattisgarh",0
"Flat 678, Mulund, Tezpur, Assam 78871",0
"H No 705, Karol Bagh, Hyderbad, Telanganaa 50001",0
"Village Bandra East, Dist. Kolhapur, Maharashtra - 400050",1
"House N o 2265, Mahanagar, Near Main Market Madurai, Tamil Nadu 632001",1
"H No 719, Andheri West, Pathankto, Punjabb 45001",0
"H No 802, Awas Vikas, Baharampur, West Bengal 3173590",0
Hyderabad 500018,0
"H No 44, Nizamabad Telangana Goa 503001",0
H.No-792 Sector 45 Nellore522001,0
"Post Vastrapur, Dist. Meerut Uttar Pradesh - 282001",1
"Khasra No 408, Block 28, Moga, Punjab 141 001",1
"Jubilee Hills, Bihar 841301",0
house no 831- sector 45 behind mall raipur chhattisgarh 490001,1
"H No 958, Park Street, Chandigarh, Telangana 509001",0
"vill sadar bazar, dist. bhadrak, odisha - 751001",1
Batala 145001,0
"Flat 149, Malviya Nagar, Jagdalpur, Chhattisgarh 4960",0
"No. 31648 , Park Street, Kozhikode, Kerala 676001",1
"No. 963/, Vikas Nagar, Opp. Bus Stand, Jalandhar, Punjab 151001",1
"H No 389, Sector 15, Gangtook, Sikkimm 73711",0
Near Near City Hospital Nagpur,0
"H No 53, Kanpur Uttar Pradesh Punjab 201001",0
"p.o. nungambakkam, dist. hyderabad, telangana - 505001",1
Near Opp. Bus Stand Vasco da Gama,0
apt 17d ganesh enclave nehru nagar suryapet telangana 504001,1
"Flat 942, Satellite, Pithoragarh, Uttarakhand 24471",0
"Vikas Nagar, Haryana 131001",0
Flat No 1C Royal Enclave Satellite Kurnool Andhra Pradesh 533001,1
"Banjara Hills, Erode",0
"H No 493, Cantonment, Kadappa, Andhrra Pradesh 17501",0
"Viman Nagar, Tiruppur",0
"Gram Sector 15, Dist. Bhubaneswar, Odisha - 751001",1
"Apt 8 Shanti Niwas, Karol Bagh, Bareilly, Uttar Pradesh 221001",1
"apt 17, vasundhara apartments, thane west, margao, goa 403706",1
"Village Viman Nagar, Dist. Habra West Bengal - 700001",1
F- 22A Balaji Heights Banjara Hills Dharamsala Himachal Pradesh 174001,1
Flat 9D5 Radha Krishna Society Mulund Singtam Sikkim 737134,1
"Himayatnagar, Madurai",0
"P.O. Vastrapur, Dist. Jorhat, Assam - 781001",1
"Door No 486-, Sector 45, Kakinada, Andhra Pradesh 522001",1
"H No 50, MG Road, Rishiikesh, Uttrakhand 26313",0
door no 756/38 velachery dehradun uttarakhand 246149,1
"Flat 9D, Tulsi Residency, Sector 22, Dav angere, Karnataka 560001",1
"H No 48, Jagdalpur Chhattisgarh West Bengal 496001",0
"PLOT NO 243, BLOCK 33, BHOPAL, MADHYA PRADESH 457001",1
"Door No 983-, Lajpat Nagar, Kozhikode, Kerala 676001",1
"Flat 986, Koramangala, Chandigarh, Chandigarh 16001",0
"Apt 89, Radha Krishna Society, Nehru Nagar, Varanasi, Uttar Pradesh 201301",1
"Post Park Street, Dist. New Delhi, Delhi - 110085",1
"722, Model Town Ave, Salem, Tamil Nadu 632001",1
"Gram Rajaji Nagar, Dist. Pithoragarh, Uttarakhand - 244713",1
"Sector 45, Madhya Pradesh 474001",0
"Plot 257, Sector 27, Porur, Kolkata, West Bengal 713301",1
"H No 991, Civil Lines, Coimbatore, Delhi 110001",0
Apt No 231 Laxmi Towers Sector 62 Chandigarh Chandigarh 160036,1
"UNIT 19D4, SU NRISE APARTMENTS, HAZRATGANJ, PANIPAT, HARYANA 124001",1
"852, Cantonment Vihar, Chennai, Tamil Nadu 632001",1
"964, borivali vihar, mohali, punjab 144001",1
Manali Viman Nagar,0
"978 Adyar Bhubaneswar 768,201",0
"F- 3B3, Laxmi Towers, Vasant Kunj, Chandigarh, Chandigarh 160015",1
"H No 332, Vikas Nagar, Sagar, West Bengal 713001",0
D.No 663-37 Borivali Srinagar Jammu a nd Kashmir 184101,1
"653, Pondur Colony, Mahbubnagar, Telangana 508213",1
MuzaffarpurBihar842001,0
Belgaum 570001,0
3084,0
"H No 71, Rishikesh Uttarakhand Tamil Nadu 263153",0
Near Near Flyover Guwahati,0
"Apt No 13A9, Ganesh Enclave, Awas Vikas, Delhi, Delhi 110085",1
"SURVEY NO  238, SEC 21, VASANT KUNJ, BHAVNAGAR, GUJARAT 362001",1
"H No 747-26, Prahlad Nagar, Srinagar, Jammu And Kashmir 190001",1
Connaught Place Vihar Chandigarh,0
"Flat 25B, Ram Niwas, Borivali, Chandigarh,  Chandigarh 160011",1
"unit 17, anand villa, koramangala, mapusa, goa 403505",1
"Flat 46, Anna Nagar, Gurugram",0
Door No 4329 Hazratganj Opp. Town Hall Malappuram Kerala 695001,1
"Apt 24, Vasundhara Apartments, Nungambakkam, Ahmedabad, Gujarat 382001",1
"H. No. 521/15, Anna Nagar, Jamnagar, Gujarat 380001",1
"H No 799, Rajaji Nagar, Amritasr, Punab 47001",0
"Flat 83, Viman Nagar",0
"P.O. GANDHI NAGAR, DIST. BRAHMAPUR, ODISHA - 751001",1
"Flat 928, Bandra East, Laxmi Nagar, Delhi 11000",0
"Door No 886/47, Park Street, Bhopal, Madhya Pradesh 452001",1
"Salt Lake, Nadiad",0
"H No 387, Cantonment, Munger, Bihar 467-952",0
"270 Besant Nagar Kannur 682,001",0
"H No 635, Andheri West, Panaji, Himachal Pradesh 171001",0
flat no 964 Thane West Raipur,0
H No 121/ Sector 45 Behind Mall Warangal Telangana 508213,1
"No. 627, Vasant Kunj, Giridih, Jharkhand 822101",1
F- 15B Laxmi Towers Bandra East Bicholim Goa 403401,1
"F- 17C1, Radha Krishna Society, Andheri West, Katihar, Bihar 811201",1
Apt 6A Riddhi Siddhi Aundh Lucknow Uttar Pradesh 201001,1
Mumbai Prahlad Nagar,0
"apt no 23d, swastik heights, prahlad nagar, durg, chhattisgarh 490001",1
"H No 566, Gomti Nagar, Karol Baghh, Deelhi 10017",0
"Flat 1, Tambaram, Kollam",0
"H No 410, Sadar Bazar, Dharamsala, Uttar Pradesh 201001",0
Flat 12B Sunrise Apartments Sector 62 Gurugram Haryana 124001,1
Flat No 8B6 Saraswati Apartments Adyar Korba Chhattisgarh 491001,1
FLAT NO 20B SHANTI NIWAS SATELLITE RAJKOT GUJARAT 364001,1
"Village Sector 22, Dist. Baripada, Odisha - 768201",1
"Apt 13B9, Radha Krishna Society Mahanagar, Dewas, Madhya Pradesh 474001",1
416155,0
KurnoolAndhra Pradesh520001,0
"D.No 65/8, Satellite, Near Railway Station, Satna, Madhya Pradesh 462001",1
980 Pondur St  Canacona Goa 403601,1
"Village Gomti Nagar, Dist. Salem, Tamil Nadu - 600078",1
"FLAT 4A, RAM NIWAS, MALVIYA NAGAR, CHENNAI, TAMIL NADU 636001",1
"Khasra No 129, Sector 12, Besant Nagar, Kadapa, Andhra Pradesh 515001",1
"Door No 43/, Sector 15, Nalgonda, Telangana 506001",1
Laxmi Nagar Porur,0
"Apt 25D4, Golden Park, Nungambakkam, Dewas, Madhya Pradesh 470001",1
H.No-393 Indira Nagar Kottayam680001,0
ndhtrsccpsfm,0
"H No 463, Model Town, Vdodara, Gujart 38700",0
"H No 990, Park Street, Bhadrak, Sikkim 737113",0
Awas Vikas Ngr Leh,0
"786 Nehru Nagar Ave, Kadapa, Andhra Pradesh 530001",1
838819,0
Apt 24A2 Mahaveer Nagar Cantonment Amravati Maharashtra 400002,1
"Flat 470, Aundh, Thoothukudi, Tamil Nadu 62500",0
682 Aundh Ln Sivasagar Assam 784001,1
"D.No 710, Porur, Patna, Bihar 841301",1
"H No 260, Awas Vikas, Raipur, Chhattisgarh 2140628",0
Rangpo 737116,0
"H No 723, Rajaji Nagar, Dehradu, UUttarakhand 46149",0
"Post Vasant Kunj, Dist. Bhopal, Madhya Pradesh - 455001",1
"Unit 19B, Royal Enclave, Nehru Nagar, Bhagalpur, Bihar 841301",1
Flat 7C2 Ganesh Enclave Whitefield Sagar Madhya Pradesh 455001,1
xfuzkh zl,0
flat no 262 Connaught Place Cuttack,0
"Plot 97, Sec 23, Connaught Place, Jaipur, Rajasthan 301001",1
"H No 213, Awas Vikas",0
"H No 961, Malviya Nagar, Sikar, Rajasthan 3239640",0
"657 , MODEL TOWN NGR, JUNAGADH, GUJARAT 388001",1
"H No 953, Salt Lake, Bhaaglpur, Bihhar 00001",0
"Flat 16, Sector 62",0
"Flat 113, Pondur, Thrissur, Kerala 6910",0
"Gram Velachery, Dist. Yuksom, Sikkim - 737113",1
"317 Sadar Bazar Rishikesh 263,139",0
931 CIVIL LINES COLONY KARIMGANJ ASSAM 785640,1
"Survey No 389, Sector 7, Connaught Place, Diphu, Assam 782460",1
"House No 585, Mahanagar, Adj. Petrol Pump, Srinagar Jamm u and Kashmir 185131",1
Unit 3B Ravi Kiran Pondur Jorethang Sikkim 737132,1
"survey no 100, block 54, hazratganj, bareilly, uttar pradesh 201301",1
828 Mulund Street S onipat Haryana 131001,1
"Khasra No 68, Sector 21, Rajaji Nagar, Mohali, Punjab 143001",1
Karol Bagh Haridwar,0
"gram lajpat nagar, dist. karnal, haryana - 132001",1
F- 19C Ravi Kiran Sector 137 Baharampur West Bengal 713201,1
"Flat 6, Himayatnagar, Bilaspur",0
No. 5807 Anna Nagar Diphu Assam 782460,1
"Plot 465, Block 25, Satellite, Chatra, Jharkhand  827001",1
"No. 945/37, Porur, Ramnagar Uttarakhand 247667",1
"H No 44/42, Civil Lines, Behind Mall, Chamba, Himachal Pradesh 174001",1
"Flat No 21B, Swastik Heights, Porur, Solapur, Maharashtra 411028",1
"FLAT 22B3, LAXMI TOWERS, WHITEFIELD, CHANDIGARH, CHANDIGARH 160036",1
"H No 469, Mulund, Ramagundam, Telangana 348-230",0
H No 199/26 Gandhi Nagar Opp. Bus Stand Indore Madhya Pradesh 470001,1
"Indira Nagar, Gujarat 360001",0
"H No 422, Electronic City, Anand, Assam 782001",0
"Tambaram, Jammu and Kashmir 184101",0
"Flat 564, Besant Nagar, Chandigarh, Chandigarh 16001",0
Apt 20 Saraswati Apartments MG Road Mangan Sikkim 737113,1
"Flat 573, Besant Nagar, Pune, Maharashtra 40000",0
"H No 124/, Gandhi Nagar, New Delhi, Delhi 110003",1
"Village Prahlad Nagar, Dist. Bicholim, Goa - 403802",1
"H No 75, Sector 62, Bhopal, Telangana 505001",0
"H No 23, Bandra East, Bellray, Karantaka 57500",0
Flat 2D Mahaveer Nagar Electronic City Munger Bihar 802301,1
"No. 803/, Karol Bagh, Bareilly, Uttar Pradesh 243001",1
"Flat 452, Nehru Nagar, Cuttack, Odisha 7690",0
flat no 795 Sector 22 Karimnagar,0
"vill koramangala, dist. tirupati, andhra pradesh - 520001",1
Aundh Haldwani,0
qwerty uiop asdf,0
Door No 911-34 Connaught Place Durg Chhattisgarh 491441,1
900 Alambagh Enclave Amravati Maharashtra 411028,1
"H No 985, Whitefield, Bhadrak, Jharkhand 834001",0
"H No 557, Connaught Place, Bhilai, Chhattisgarh 9220",0
"820, Civil Lines Bazaar, Srinagar, Jammu and Kashmir 185131",1
75 tambaram rd karnal haryana 121001,1
"Gram Electronic City, Dist. Mumbai, Maharashtra - 411014",1
"Flat 5, Civil Lines",0
H. No. 577/26 Salt Lake Behind Post Office Rohtak Haryana 122001,1
unit 16b akash deep indira nagar kanpur uttar pradesh 110096,1
"Apt No 11, Sunrise Apartments, T Nagar, Rudrapur, Uttarakhand 263153",1
"No. 955/3, Sector 22, Behind Post Office, Thiruvananthapuram, Kerala 673001",1
Kashipur 247667,0
Kothrud Bazaar Tezpur,0
"586 Mulund Jamnagar 382,001",0
"KHASRA NO 380, SEC 34  HYDERABAD, TELANGANA 508213",1
Apt 7 Ravi Kiran Sector 62 Muzaffarpur Bihar 841301,1
Door No 762-49 Band ra East Ambikapur Chhattisgarh 495001,1
"H No 679, Gandhi Nagar, Leh, Jammu and Kashmir 809-748",0
"P.O. SECTOR 22, DIST. DWARKA, DELHI - 110017",1
"Flat 409, Borivali, Begusarai, Bihar 8023",0
"H No 406, Pondur, Uaipur, Rajastan 01001",0
"Survey No 297, Sector 9, Thrissur, Kerala 686001",1
"F- 2A8, Silver Heights, Bandra East, Belgaum, Karnataka 560002",1
"Flat 9, Sector 22",0
"H No 877, Navrangpura, Chatra, Jharkhand 598306",0
"Post MG Road Dist. Raipur, Chhattisgarh - 491001",1
"Flat 6, Hazratganj, Ambala",0
"Flat 46, Awas Vikas, Haridwar",0
"Survey No 177, Sec 29, Ramgarh, Jharkhand 815301",1
"Door No 566/, Mahanagar, Near  Railway Station, Kannur, Kerala 680001",1
"H No 7, Suryapet Telangana Kerala 509001",0
"Door No 744/, Velachery, Nashik, Maharashtra 431001",1
"Nagpur, Maharashtra",0
"H No 304, Nehru Nagar, oKllam, Kerla 67000",0
"Whitefield, West Bengal 711101",0
"H No 501, Sadar Bazar, aKrnal, Harynaa 12100",0
h. no. 427/32 salt lake near main market karimnagar telangana 506001,1
"F- 23B, Silver Heights Indira Nagar, Chandigarh, Chandigarh 160014",1
SanquelimGoa403401,0
"Apt 12C6, Mahaveer Nagar, Whitefield, Kozhikode, Kerala 682001",1
"H. No. 788/, MG Road, Sopore, Jammu and Kashmir 192101",1
"Plot No 175, Sec 50, U dhampur, Jammu and Kashmir 192101",1
"Flat 9C2, Anand Villa, Adyar, Arrah, Bihar 812001",1
"560100, Hubli, Karnataka",0
DOOR NO 305-6 BANJARA HILLS KOTDWAR UTTARAKHAND 263139,1
Unit 13B Green Valley Aundh Lucknow Uttar Pradesh 201301,1
APT NO 1D PREM VIHAR ANNA NAGAR MANDI HIMACHAL PRADESH 177001,1
"H No 149, Jubilee Hills, aMrgao, Goaa 03706",0
"Village Sector 137, Dist. Cuncolim, Goa - 403703",1
Diphu Anna Nagar,0
"D.No 439/, Vikas Nagar, Laxmi Nagar, Delhi 110085",1
